observation_id,profile,policy,regime,disruption,phase_offset,deadline,trusted_recovery_success,recovery_completion_slot,contacts_consumed,cryptographic_bytes_transferred,transition_attempts,legacy_exposure_slots,control_unavailable_slots,dual_epoch_overlap_slots,rollback_invoked,stale_epoch_acceptance,terminal_state,proof_accepted_slot,commit_slot
S8-2896,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,5,12,0,,4,16384,0,12,0,3,0,0,INSUFFICIENT_MATERIAL_TRANSFER,9,
S8-2897,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,5,24,1,15,6,24236,1,12,0,3,0,0,TRUST_RESTORED,9,12
S8-2898,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,5,48,1,15,6,24236,1,12,0,3,0,0,TRUST_RESTORED,9,12
S8-2899,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,12,0,,5,20480,0,12,0,1,0,0,INSUFFICIENT_MATERIAL_TRANSFER,11,
S8-2900,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,24,1,17,7,28332,1,14,0,3,0,0,TRUST_RESTORED,11,14
S8-2901,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,48,1,17,7,28332,1,14,0,3,0,0,TRUST_RESTORED,11,14
S8-2902,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,12,0,,4,16384,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2903,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,24,1,19,7,28332,1,16,0,3,0,0,TRUST_RESTORED,13,16
S8-2904,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,48,1,19,7,28332,1,16,0,3,0,0,TRUST_RESTORED,13,16
S8-2905,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,12,0,,4,16384,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2906,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,24,1,18,7,28332,1,15,0,3,0,0,TRUST_RESTORED,12,15
S8-2907,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,48,1,18,7,28332,1,15,0,3,0,0,TRUST_RESTORED,12,15
S8-2908,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,12,0,,4,16384,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2909,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,24,1,20,7,28332,1,17,0,3,0,0,TRUST_RESTORED,14,17
S8-2910,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,48,1,20,7,28332,1,17,0,3,0,0,TRUST_RESTORED,14,17
S8-2911,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,12,0,,4,16384,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2912,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,24,1,19,7,28332,1,16,0,3,0,0,TRUST_RESTORED,13,16
S8-2913,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,48,1,19,7,28332,1,16,0,3,0,0,TRUST_RESTORED,13,16
S8-2914,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,12,0,,4,16384,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2915,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,24,1,18,7,28332,1,15,0,3,0,0,TRUST_RESTORED,12,15
S8-2916,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,48,1,18,7,28332,1,15,0,3,0,0,TRUST_RESTORED,12,15
S8-2917,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,12,0,,5,18547,0,12,0,1,0,0,INSUFFICIENT_MATERIAL_TRANSFER,11,
S8-2918,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,24,1,17,7,24236,1,14,0,3,0,0,TRUST_RESTORED,11,14
S8-2919,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,48,1,17,7,24236,1,14,0,3,0,0,TRUST_RESTORED,11,14
S8-2920,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,12,0,,4,14451,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2921,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,24,1,19,7,24236,1,16,0,3,0,0,TRUST_RESTORED,13,16
S8-2922,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,48,1,19,7,24236,1,16,0,3,0,0,TRUST_RESTORED,13,16
S8-2923,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,12,0,,4,14451,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2924,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,24,1,18,7,24236,1,15,0,3,0,0,TRUST_RESTORED,12,15
S8-2925,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,48,1,18,7,24236,1,15,0,3,0,0,TRUST_RESTORED,12,15
S8-2926,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,12,0,,4,14451,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2927,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,24,1,20,7,24236,1,17,0,3,0,0,TRUST_RESTORED,14,17
S8-2928,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,48,1,20,7,24236,1,17,0,3,0,0,TRUST_RESTORED,14,17
S8-2929,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,12,0,,4,14451,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2930,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,24,1,19,7,24236,1,16,0,3,0,0,TRUST_RESTORED,13,16
S8-2931,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,48,1,19,7,24236,1,16,0,3,0,0,TRUST_RESTORED,13,16
S8-2932,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,12,0,,4,14451,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2933,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,24,1,18,7,24236,1,15,0,3,0,0,TRUST_RESTORED,12,15
S8-2934,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,48,1,18,7,24236,1,15,0,3,0,0,TRUST_RESTORED,12,15
S8-2935,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,12,0,,5,19078,1,12,0,4,0,0,INSUFFICIENT_MATERIAL_TRANSFER,8,
S8-2936,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,24,1,17,7,24236,2,14,0,6,0,0,TRUST_RESTORED,8,14
S8-2937,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,48,1,17,7,24236,2,14,0,6,0,0,TRUST_RESTORED,8,14
S8-2938,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,12,0,,4,14982,1,12,0,2,0,0,INSUFFICIENT_MATERIAL_TRANSFER,10,
S8-2939,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,24,1,19,7,24236,2,16,0,6,0,0,TRUST_RESTORED,10,16
S8-2940,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,48,1,19,7,24236,2,16,0,6,0,0,TRUST_RESTORED,10,16
S8-2941,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,12,0,,4,14982,1,12,0,3,0,0,INSUFFICIENT_MATERIAL_TRANSFER,9,
S8-2942,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,24,1,18,7,24236,2,15,0,6,0,0,TRUST_RESTORED,9,15
S8-2943,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,48,1,18,7,24236,2,15,0,6,0,0,TRUST_RESTORED,9,15
S8-2944,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,3,12,0,,4,14982,1,12,0,1,0,0,INSUFFICIENT_MATERIAL_TRANSFER,11,
S8-2945,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,3,24,1,20,7,24236,2,17,0,6,0,0,TRUST_RESTORED,11,17
S8-2946,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,3,48,1,20,7,24236,2,17,0,6,0,0,TRUST_RESTORED,11,17
S8-2947,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,12,0,,4,14982,1,12,0,2,0,0,INSUFFICIENT_MATERIAL_TRANSFER,10,
S8-2948,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,24,1,19,7,24236,2,16,0,6,0,0,TRUST_RESTORED,10,16
S8-2949,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,48,1,19,7,24236,2,16,0,6,0,0,TRUST_RESTORED,10,16
S8-2950,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,12,0,,4,14982,1,12,0,3,0,0,INSUFFICIENT_MATERIAL_TRANSFER,9,
S8-2951,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,24,1,18,7,24236,2,15,0,6,0,0,TRUST_RESTORED,9,15
S8-2952,PROFILE_1024_87,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,48,1,18,7,24236,2,15,0,6,0,0,TRUST_RESTORED,9,15
S8-2953,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,0,12,1,11,3,24236,1,11,0,6,0,0,TRUST_RESTORED,5,11
S8-2954,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,0,24,1,11,3,24236,1,11,0,6,0,0,TRUST_RESTORED,5,11
S8-2955,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,0,48,1,11,3,24236,1,11,0,6,0,0,TRUST_RESTORED,5,11
S8-2956,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,1,12,0,,2,16384,0,12,0,2,0,0,INSUFFICIENT_MATERIAL_TRANSFER,10,
S8-2957,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,1,24,1,16,3,24236,1,16,0,6,0,0,TRUST_RESTORED,10,16
S8-2958,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,1,48,1,16,3,24236,1,16,0,6,0,0,TRUST_RESTORED,10,16
S8-2959,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,2,12,0,,2,16384,0,12,0,3,0,0,INSUFFICIENT_MATERIAL_TRANSFER,9,
S8-2960,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,2,24,1,15,3,24236,1,15,0,6,0,0,TRUST_RESTORED,9,15
S8-2961,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,2,48,1,15,3,24236,1,15,0,6,0,0,TRUST_RESTORED,9,15
S8-2962,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,3,12,0,,2,16384,0,12,0,4,0,0,INSUFFICIENT_MATERIAL_TRANSFER,8,
S8-2963,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,3,24,1,14,3,24236,1,14,0,6,0,0,TRUST_RESTORED,8,14
S8-2964,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,3,48,1,14,3,24236,1,14,0,6,0,0,TRUST_RESTORED,8,14
S8-2965,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,4,12,0,,2,16384,0,12,0,5,0,0,INSUFFICIENT_MATERIAL_TRANSFER,7,
S8-2966,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,4,24,1,13,3,24236,1,13,0,6,0,0,TRUST_RESTORED,7,13
S8-2967,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,4,48,1,13,3,24236,1,13,0,6,0,0,TRUST_RESTORED,7,13
S8-2968,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,5,12,0,,2,16384,0,12,0,6,0,0,INSUFFICIENT_MATERIAL_TRANSFER,6,
S8-2969,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,5,24,1,12,3,24236,1,12,0,6,0,0,TRUST_RESTORED,6,12
S8-2970,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A0_NONE,5,48,1,12,3,24236,1,12,0,6,0,0,TRUST_RESTORED,6,12
S8-2971,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,12,0,,3,24576,1,11,0,0,0,0,EPOCH_DIVERGENCE,11,11
S8-2972,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,24,1,17,4,28863,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-2973,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,48,1,17,4,28863,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-2974,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,12,0,,2,16384,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2975,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,24,1,22,4,28863,1,16,0,0,0,0,TRUST_RESTORED,16,16
S8-2976,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,48,1,22,4,28863,1,16,0,0,0,0,TRUST_RESTORED,16,16
S8-2977,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,12,0,,2,16384,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2978,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,24,1,21,4,28863,1,15,0,0,0,0,TRUST_RESTORED,15,15
S8-2979,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,48,1,21,4,28863,1,15,0,0,0,0,TRUST_RESTORED,15,15
S8-2980,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,12,0,,2,16384,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2981,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,24,1,20,4,28863,1,14,0,0,0,0,TRUST_RESTORED,14,14
S8-2982,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,48,1,20,4,28863,1,14,0,0,0,0,TRUST_RESTORED,14,14
S8-2983,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,12,0,,2,16384,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2984,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,24,1,19,4,28863,1,13,0,0,0,0,TRUST_RESTORED,13,13
S8-2985,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,48,1,19,4,28863,1,13,0,0,0,0,TRUST_RESTORED,13,13
S8-2986,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,12,0,,2,16384,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2987,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,24,1,18,4,28863,1,12,0,0,0,0,TRUST_RESTORED,12,12
S8-2988,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,48,1,18,4,28863,1,12,0,0,0,0,TRUST_RESTORED,12,12
S8-2989,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,12,0,,3,18547,0,12,0,1,0,0,INSUFFICIENT_MATERIAL_TRANSFER,11,
S8-2990,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,24,1,17,4,24236,1,17,0,6,0,0,TRUST_RESTORED,11,17
S8-2991,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,48,1,17,4,24236,1,17,0,6,0,0,TRUST_RESTORED,11,17
S8-2992,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,12,0,,2,10355,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2993,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,24,1,22,4,24236,1,22,0,6,0,0,TRUST_RESTORED,16,22
S8-2994,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,48,1,22,4,24236,1,22,0,6,0,0,TRUST_RESTORED,16,22
S8-2995,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,12,0,,2,10355,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2996,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,24,1,21,4,24236,1,21,0,6,0,0,TRUST_RESTORED,15,21
S8-2997,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,48,1,21,4,24236,1,21,0,6,0,0,TRUST_RESTORED,15,21
S8-2998,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,12,0,,2,10355,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2999,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,24,1,20,4,24236,1,20,0,6,0,0,TRUST_RESTORED,14,20
S8-3000,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,48,1,20,4,24236,1,20,0,6,0,0,TRUST_RESTORED,14,20
S8-3001,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,12,0,,2,10355,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-3002,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,24,1,19,4,24236,1,19,0,6,0,0,TRUST_RESTORED,13,19
S8-3003,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,48,1,19,4,24236,1,19,0,6,0,0,TRUST_RESTORED,13,19
S8-3004,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,12,0,,2,10355,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-3005,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,24,1,18,4,24236,1,18,0,6,0,0,TRUST_RESTORED,12,18
S8-3006,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,48,1,18,4,24236,1,18,0,6,0,0,TRUST_RESTORED,12,18
S8-3007,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,12,0,,3,23174,2,11,0,6,0,0,EPOCH_DIVERGENCE,5,11
S8-3008,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,24,1,17,4,24236,2,11,0,6,0,0,TRUST_RESTORED,5,11
S8-3009,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,48,1,17,4,24236,2,11,0,6,0,0,TRUST_RESTORED,5,11
S8-3010,PROFILE_1024_87,P2_HYBRID_OVERLAP,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,12,0,,2,14982,1,12,0,2,0,0,INSUFFICIENT_MATERIAL_TRANSFER,10,
